meta_industry,col,count
Healthcare and Medical,Medical Terminology,2
Healthcare and Medical,"Jira, Asana, Trello, Google Drive",1
Real Estate and Construction,Mergers & Acquisitions,1
Technology,Adobe InDesign,1
Technology,chasing squirrels,1
Miscellaneous,Negotiation,2
Miscellaneous,Green-focused,1
Technology,Scientific diving (AAUS certified),1
Technology,Statistical consultant,1
Technology,"Nurtured relationships, collaborated with others",1
Healthcare and Medical,Medical education,1
Technology,Government,1
Services,LMS & ATS System Administration/Implementations,1
Services,2.5 years in the Navy,1
Healthcare and Medical,Overdose Prevention and Naloxone Training Certificate,1
Technology,Lever,1
Technology,target analysis,1
Technology,Rewards,1
Miscellaneous,People Development (other stuff),1
Healthcare and Medical,Budget development,1
Healthcare and Medical,Data cleaning and validation,1
Media and Entertainment,PR,1
Technology,$1.5M/yr advertising sales program,1
Retail and Consumer Goods,Research/memo writing,1
Government and Public Policy,Chapter Chair,1
Services,Friendships and social life,1
Real Estate and Construction,COO at Herc Rentals,1
Healthcare and Medical,Speaks 4 languages fluently,1
Technology,Engineering Entrepreneurship,1
Technology,Agile practices,1
Technology,GSuite,1
Miscellaneous,Security ,1
Technology,M Vargo,1
Healthcare and Medical,Pennsylvania State Nurses Association (PSNA),1
Healthcare and Medical,Team Strategies and Tools to Enhance Performance and Patient Safety,1
Technology,Teamwork,1
Technology,Salesforce Trailhead,1
Technology,RHCE,1
Healthcare and Medical,Event and meeting organizer,1
Transportation and Logistics,Wildlife Management,1
Education and Training,"Researcher, Writer, Administrative Support",1
Real Estate and Construction,Supervised by Dr. Shenghua Wu ,1
Technology,Business Finance,1
Retail and Consumer Goods,"Time management, communication, attention to detail, customer service, assertiveness",1
Retail and Consumer Goods,"Retail industry (clothing retail, florist department)",1
Manufacturing,"Proficient in Salesforce, Microsoft Office Suite, and Adobe Creative Suite",1
Real Estate and Construction,"Ability to benchmark, analyze, deliver measurable results",1
Miscellaneous,Master Scheduler,1
Technology,Digital Security,1
Technology,Project Management,3
Technology,Ferrari FF,1
Technology,RDF/SPARQL,1
Miscellaneous,"Milk, Food & Water Analyst Certification",1
Miscellaneous,People management,1
Miscellaneous,Heat transfer experience,1
Education and Training,Gender and American Mass Media,1
Healthcare and Medical,TNCC,1
Financial and Investment,Strategic leadership,1
Miscellaneous,Customer satisfaction (years of experience unspecified),1
Retail and Consumer Goods,8 U/Scans,1
Healthcare and Medical,Orthopaedic Biomechanics (Publication),1
Healthcare and Medical,Medical Device Manufacturing,1
Government and Public Policy,Workers Compensation,1
Real Estate and Construction,Apple Repair Certification,1
Healthcare and Medical,Adolescent Therapy,1
Retail and Consumer Goods,Leadership,3
Retail and Consumer Goods,Conditional Access,1
Technology,Social justice and equality,1
Technology,Digital designer,1
Technology,Lead specialists in Science and Engineering,1
Technology,Offered customized solutions that drive their success,1
Technology,Set rental price per square foot records in multiple Massachusetts zip codes,1
Technology,Intro to Data Science,1
Miscellaneous,IoT,1
Miscellaneous,Risk-Taking for Leaders,1
Retail and Consumer Goods,Associate Development,1
Services,3+ years of experience in Data Science,1
Technology,Performed onsite network security assessments,1
Technology,"National security and law enforcement contexts, Liaison and interagency collaboration",1
Media and Entertainment,Marketing strategist,1
Retail and Consumer Goods,2 years of experience,5
Technology,Ensure candidates have a pleasant experience,1
Miscellaneous,Non-profit and human services experience,1
Miscellaneous,Ownership,1
Healthcare and Medical,"Insurance Agent, Accident, Health, Life, Variable Life & Variable Annuities",1
Technology,"Design controls, project management, R&D and IP",1
Technology,"Life, Accident & Health Insurance Licenses",1
Healthcare and Medical,Final year MS Nutrition and Dietetics student at MSU Denver,1
Technology,Wildland Fire Fighter FFT2,1
Miscellaneous,Biological research,1
Healthcare and Medical,Sigma Theta Tau- Upsilon Phi chapter,1
Healthcare and Medical,American Nurses Association (ANA),1
Financial and Investment,"MySQL/MariaDB, MSSQL, PostgreSQL",1
Healthcare and Medical,Financial statement analysis,1
Retail and Consumer Goods,"Organized schedules, workshops, retreats, and trainings",1
Real Estate and Construction,Energetic team player with a unique individualism,1
Technology,"Policy development, Compliance and risk management, Developed strategies, policies, and reports for compliance",1
Technology,Presented research findings,1
Technology,Science Technology and Law,1
Real Estate and Construction,Auburn University Raymond J. Harbert College of Business,1
Real Estate and Construction,"Experience in Aviation, Healthcare, and Science & Technology construction projects",1
Manufacturing,Retail marketing ,1
Media and Entertainment,Excellent interpersonal and communication skills,1
Retail and Consumer Goods,Customer lifecycle management,1
Retail and Consumer Goods,"IntelliJ, Web Storm, PhpStorm, Eclipse, NetBeans, JBOSS",1
Miscellaneous,Sustainability Focus,1
Technology,Product and Project Manager collaboration,1
Healthcare and Medical,Leadership,5
Healthcare and Medical,Rapid Response,1
Financial and Investment,"Ubuntu, RHEL, CentOS, Microsoft Windows",1
Services,Digital Signal Processing,1
Technology,NIST 800-53 readiness assessments,1
Technology,Mobile technologies,1
Media and Entertainment,Storytelling,1
Government and Public Policy,Looking to gain practical uses of studies,1
Healthcare and Medical,Growth Strategies,1
Healthcare and Medical,Principal Owner of third-party search firms,1
Technology,Coding,1
Technology,Mechanical Engineer,1
Technology,Strategic Problem Solving,1
Technology,MLOps,1
Retail and Consumer Goods,NH Board Certified,1
Technology,Cyber Security,1
Technology,Human Resources,1
Technology,Guest lecturing (Georgetown University),1
Education and Training,Lifeguarding,1
Real Estate and Construction,"Layout, carpentry, document control, construction means/methods, MEP systems, and people management",1
Healthcare and Medical,Several years of industry experience,1
Technology,Uses an air fryer ,1
Technology,Hirist Tech Recruitment Certification certification,1
Technology,Over 300 patents worldwide,1
Technology,PMI Courses,1
Technology,"Co-Founder, Start Engine-funded company",1
Technology,CPR & AED,1
Financial and Investment,Programming skills and growth opportunities,1
Miscellaneous,Brand awareness,1
Retail and Consumer Goods,Logic Pro X,1
Technology,7 years of experience in network security,1
Technology,Experimental design,1
Technology,RapidMiner,1
Services,Expense Reduction,1
Healthcare and Medical,SAP Technical Architect,1
Technology,Adobe Lightroom,1
Healthcare and Medical,The University of South Florida - Data Analytics Program,1
Healthcare and Medical,Florida Notary Public,1
Healthcare and Medical,CPR/AED/BLS Certified for Health Care Providers,1
Services,Staffing Professional,2
Technology,EPayroll,1
Technology,Created modern application ecosystem,1
Education and Training,Applied Combinatorics,2
Healthcare and Medical,Performance Improvement,1
Technology,System of systems,1
Miscellaneous,25+ years of Employee Benefits and Human Resources experience,1
Technology,Politics and Service,1
Healthcare and Medical,"Nursing Externship, Pinnacle Health Harrisburg Hospital, 2014",1
Transportation and Logistics,Optimized working capital and improved business operations,1
Miscellaneous,TV Producer,1
Healthcare and Medical,"Project Manager at Blue Chip, 2015 - 2022",1
Healthcare and Medical,AWS Certified Cloud Practitioner,1
Technology,Information Technology,1
Real Estate and Construction,"OSHA 30 Hour, PTI Certification Level 1 Unbonded PT Field Installation, Adult First Aid/CPR/AED",1
Real Estate and Construction,Knowledge of project management methods and techniques,1
Real Estate and Construction,Excellent verbal and written communication skills,1
Miscellaneous,MRP,1
Healthcare and Medical,"Pharmacy Technician, CVS Pharmacy (2 years)",1
Technology,Prototypes to mass production,1
Technology,"ML Compiler, Optimization Engineer",1
Technology,Active nonprofit board member,1
Technology,Statistical Analysis,1
Healthcare and Medical,Route Sales Representative,1
Miscellaneous,Several years of experience,1
Miscellaneous,Designer Of Engineering Systems - Electrical,1
Financial and Investment,Contact Centers,1
Financial and Investment,Financial,1
Healthcare and Medical,Supervised over a dozen employees,1
Healthcare and Medical,PALS,2
Retail and Consumer Goods,"Store Manager, Sporting Goods Industry",1
Services,"Cambridge University, England Art History, Literature and Theatre 1989",1
Technology,Senior Administrative Specialist,1
Technology,Biostatistics,1
Technology,EPA Section 608 Certification (Universal),1
Technology,Introduction to Big Data,1
Technology,Economics,2
Transportation and Logistics,Airport Trusted Agent,1
Healthcare and Medical,Working in union environments,1
Media and Entertainment,AMA Excellence in Medicine Award (2015),1
Media and Entertainment,Looking to further career in creative direction,1
Retail and Consumer Goods,Exercise,1
Healthcare and Medical,Revenue generation through SEO and SEM,1
Healthcare and Medical,CPCU certification,1
Healthcare and Medical,Revenue cycle,1
Miscellaneous,PIT certified trainer,1
Healthcare and Medical,PTCB Medication Therapy Management Certificate,1
Technology,13 years of experience,1
Technology,"Growth Team Lead, HealthTap",1
Technology,"Typography, Mac, Adobe Photoshop, Technology Research, Corporate Identity', ""Bachelor's Degree in Graphic Design from Laguna College of Art and Design""",1
Technology,English,2
Technology,"20 years of experience in technology, software, and start-ups",1
Miscellaneous,Multinational corporation,1
Miscellaneous,10+ years experience as Friction Formulator,1
Healthcare and Medical,First Five Minutes,1
Retail and Consumer Goods,Goal and task focus,1
Retail and Consumer Goods,User Acceptance Testing,1
Services,Organized,3
Services,Focused,2
Services,Attention to detail and team work.,1
Technology,Returned Peace Corps Volunteer,1
Transportation and Logistics,Currently studying for Bachelors Degree in Applied Management,1
Education and Training,"Educational Intern/Assistant Teacher, Educational Organizations",1
Real Estate and Construction,Project Manager Intern,1
Media and Entertainment,Vice President for Community Health Development at New York Presbyterian,1
Technology,ChatGPT for HR certification,1
Healthcare and Medical,Talent Acquisition Specialist,2
Healthcare and Medical,Anger Management,1
Technology,Multivariable Calculus,1
Transportation and Logistics,Logistics ,1
Retail and Consumer Goods,Work Ethic,1
Healthcare and Medical,"Drive guest and client loyalty, and brand equity ",1
Healthcare and Medical,Six Sigma Black Belt - DFSS,1
Media and Entertainment,Ensures high standards of execution and communication,1
Technology,Fellow in the American Institute for Medical and Biological Engineering,1
